nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1462361197139806;177194474660_10155082992069661;62562538918_10155145059533919;29396596956_10154020724296957;111236060676_10154085115875677;118231518201711_1412080372150146;178913512122277_1333050730041877;170815382956921_1749423271762783;149845148361826_1405901259422869;;;536723559736207_1308849712523584
143694099006529_1462435580465701;177194474660_10155083036839661;62562538918_10155145037638919;29396596956_10154020525186957;111236060676_10154085058645677;118231518201711_1412029642155219;178913512122277_1332808683399415;170815382956921_1749403048431472;149845148361826_1405871449425850;;;536723559736207_1308794815862407
143694099006529_1462404980468761;177194474660_10155082998659661;62562538918_10155143963343919;29396596956_10154020519111957;111236060676_10154085024835677;118231518201711_1412012512156932;178913512122277_1332740040072946;170815382956921_1749337101771400;149845148361826_1405868386092823;;;536723559736207_1308657322542823
143694099006529_1462362863806306;177194474660_10155082892569661;62562538918_10155143893408919;29396596956_10154020489081957;111236060676_10154085016920677;118231518201711_1411966242161559;178913512122277_1332677590079191;170815382956921_1749253671779743;149845148361826_1405868062759522;;;536723559736207_1307817729293449
143694099006529_1462336280475631;177194474660_10155082978149661;62562538918_10155143859913919;29396596956_10154020091576957;111236060676_10154085000015677;118231518201711_1411929998831850;178913512122277_1332649013415382;170815382956921_1749167688455008;149845148361826_1405839472762381;;;536723559736207_1308625552546000
143694099006529_1462316757144250;177194474660_10155082927869661;62562538918_10155143799103919;29396596956_10154020035796957;111236060676_10154084996755677;118231518201711_1411620478862802;178913512122277_1332337746779842;170815382956921_1753549754683468;149845148361826_1405232826156379;;;536723559736207_1308457685896120
143694099006529_1462283207147605;177194474660_10155082759824661;62562538918_10155143717713919;29396596956_10154020033341957;111236060676_10154084995655677;118231518201711_1411618048863045;178913512122277_1332321146781502;170815382956921_1749014321803678;149845148361826_1405825986097063;;;536723559736207_1308318565910032
143694099006529_1462182097157716;177194474660_10155082739034661;62562538918_10155143503033919;29396596956_10154019921456957;111236060676_10154083179055677;118231518201711_1411426832215500;178913512122277_1332269666786650;170815382956921_1748957068476070;149845148361826_1405802136099448;;;536723559736207_1308204502588105
143694099006529_1462153767160549;177194474660_10155082633079661;62562538918_10155143413513919;29396596956_10154017412961957;111236060676_10154082748710677;118231518201711_1411543762203807;178913512122277_1332186940128256;170815382956921_1748267258545051;149845148361826_1405770082769320;;;536723559736207_1307803445961544
143694099006529_1462175600491699;177194474660_10155080663359661;62562538918_10155143331063919;29396596956_10154016761111957;111236060676_10154082728550677;118231518201711_1411410512217132;178913512122277_1332164423463841;170815382956921_1748787861826324;149845148361826_1405768679436127;;;536723559736207_1307801762628379
143694099006529_1462150920494167;177194474660_10155080123489661;62562538918_10155143256313919;29396596956_10154016733486957;111236060676_10154082431350677;118231518201711_1411391532219030;178913512122277_1332094353470848;170815382956921_1748266135211830;149845148361826_1405770629435932;;;536723559736207_1307786069296615
143694099006529_1462145113828081;177194474660_10155080576789661;62562538918_10155143176553919;29396596956_10154016730976957;111236060676_10154082282970677;118231518201711_1411386048886245;178913512122277_1331498896863727;170815382956921_1748266515211792;149845148361826_1405741239438871;;;536723559736207_1307775819297640
143694099006529_1462138647162061;177194474660_10155080196999661;62562538918_10155143116448919;29396596956_10154016978736957;111236060676_10154082205470677;118231518201711_1411393348885515;178913512122277_1331353360211614;170815382956921_1747971581907952;149845148361826_1405736796105982;;;536723559736207_1304404552968100
143694099006529_1462099320499327;177194474660_10155080592769661;62562538918_10155143069003919;29396596956_10154016769131957;111236060676_10154082121740677;118231518201711_1411349635556553;178913512122277_1331312676882349;170815382956921_1747991995239244;149845148361826_1405022439510751;;;536723559736207_1307428785999010
143694099006529_1462091373833455;177194474660_10155080294444661;62562538918_10155143032583919;29396596956_10154016760471957;111236060676_10154082105005677;118231518201711_1411191158905734;178913512122277_1331229676890649;170815382956921_1747975781907532;149845148361826_1405279989484996;;;536723559736207_1307351842673371
143694099006529_1461866520522607;177194474660_10155078540244661;62562538918_10155142861668919;29396596956_10154016759961957;111236060676_10154081928915677;118231518201711_1411225182235665;178913512122277_1331194493560834;170815382956921_1747956025242841;149845148361826_1405265032819825;;;536723559736207_1307259686015920
143694099006529_1461750027200923;177194474660_10155080569519661;62562538918_10155142814198919;29396596956_10154016742456957;111236060676_10154081896470677;118231518201711_1411173472240836;178913512122277_1331161053564178;170815382956921_1747877241917386;149845148361826_1405189879494007;;;536723559736207_1307177026024186
143694099006529_1461468440562415;177194474660_10155080564504661;62562538918_10155142767938919;29396596956_10154016826811957;111236060676_10154079851720677;118231518201711_1411157782242405;178913512122277_1330687083611575;170815382956921_1747794285259015;149845148361826_1405260586153603;;;536723559736207_1307077636034125
143694099006529_1461467560562503;177194474660_10155080624554661;62562538918_10155142719918919;29396596956_10154016743971957;111236060676_10154079702180677;118231518201711_1411104792247704;178913512122277_1330517320295218;170815382956921_1747694991935611;149845148361826_1405159809497014;;;536723559736207_1306911349384087
143694099006529_1461338300575429;177194474660_10155080522234661;62562538918_10155142698028919;29396596956_10154016739726957;111236060676_10154079674465677;118231518201711_1411061372252046;178913512122277_1329983723681911;170815382956921_1747561765282267;149845148361826_1405136642832664;;;536723559736207_1306720959403126
143694099006529_1461331957242730;177194474660_10155080863434661;62562538918_10155142674543919;29396596956_10154016699306957;111236060676_10154079210545677;118231518201711_1411047108920139;178913512122277_1329827790364171;170815382956921_1747511075287336;149845148361826_1405301756149486;;;536723559736207_1306629919412230
143694099006529_1461255087250417;177194474660_10155080284294661;62562538918_10155142642953919;29396596956_10153977704411957;111236060676_10154079086065677;118231518201711_1411025175588999;178913512122277_1329648443715439;170815382956921_1747483465290097;149845148361826_1405286559484339;;;536723559736207_1303229696418919
143694099006529_1461206797255246;177194474660_10155080451889661;62562538918_10155142580008919;29396596956_10154007857656957;111236060676_10154078939400677;118231518201711_1410541622304021;178913512122277_1329642907049326;170815382956921_1746866088685168;149845148361826_1405007682845560;;;536723559736207_1306423882766167
143694099006529_1461204657255460;177194474660_10155080582449661;62562538918_10155142544853919;29396596956_10154014899691957;111236060676_10154078922200677;118231518201711_1410369025654614;178913512122277_1329317403748543;170815382956921_1746772192027891;149845148361826_1405109076168754;;;536723559736207_1306245929450629
143694099006529_1461179680591291;177194474660_10155080444174661;62562538918_10155142483098919;29396596956_10154007618276957;111236060676_10154078783690677;118231518201711_1410297078995142;178913512122277_1329234873756796;170815382956921_1746639245374519;149845148361826_1405054199507575;;;536723559736207_1306118169463405
143694099006529_1461025250606734;177194474660_10155080539634661;62562538918_10155142316158919;29396596956_10154007890266957;111236060676_10154078705270677;118231518201711_1410260115665505;178913512122277_1329058260441124;170815382956921_1746587528713024;149845148361826_1405188489494146;;;536723559736207_1303226789752543
143694099006529_1461131823929410;177194474660_10155080434354661;62562538918_10155142282593919;29396596956_10154011598831957;111236060676_10154078703125677;118231518201711_1410259755665541;178913512122277_1328979060449044;170815382956921_1746452742059836;149845148361826_1405126392833689;;;536723559736207_1305970239478198
143694099006529_1461126777263248;177194474660_10155080347774661;62562538918_10155142247993919;29396596956_10154007514846957;111236060676_10154076069795677;118231518201711_1410145785676938;178913512122277_1328956463784637;170815382956921_1753542418017535;149845148361826_1405118086167853;;;536723559736207_1303223769752845
143694099006529_1461121697263756;177194474660_10155080309289661;62562538918_10155142227648919;29396596956_10154011048406957;111236060676_10154073327530677;118231518201711_1410143735677143;178913512122277_1328800527133564;170815382956921_1746268342078276;149845148361826_1405096602836668;;;536723559736207_1305701782838377
143694099006529_1461030240606235;177194474660_10155080182224661;62562538918_10155142213038919;29396596956_10154010872141957;111236060676_10154073325835677;118231518201711_1410143192343864;178913512122277_1328456457167971;170815382956921_1745672832137827;149845148361826_1405043509508644;;;536723559736207_1305456252862930
143694099006529_1461082243934368;177194474660_10155080178789661;62562538918_10155142195583919;29396596956_10154010569391957;111236060676_10154071592775677;118231518201711_1409758959048954;178913512122277_1328381867175430;170815382956921_1745254565512987;149845148361826_1405039566175705;;;536723559736207_1305239522884603
